year,county_full,amount,name,state,lat,lon,change
2020,"SWIFT COUNTY, MN",0,Swift County,MN,45.27581,-95.690124,0
2022,"SWIFT COUNTY, MN",0,Swift County,MN,45.27581,-95.690124,0
2012,"SWISHER COUNTY, TX",0,Swisher County,TX,34.526319,-101.743865,NA
2016,"SWISHER COUNTY, TX",0,Swisher County,TX,34.526319,-101.743865,0
2020,"SWISHER COUNTY, TX",300,Swisher County,TX,34.526319,-101.743865,300
2022,"SWISHER COUNTY, TX",0,Swisher County,TX,34.526319,-101.743865,-300
2012,"SWITZERLAND COUNTY, IN",0,Switzerland County,IN,38.825854,-85.029681,NA
2016,"SWITZERLAND COUNTY, IN",639,Switzerland County,IN,38.825854,-85.029681,639
2020,"SWITZERLAND COUNTY, IN",220,Switzerland County,IN,38.825854,-85.029681,-419
2022,"SWITZERLAND COUNTY, IN",1016.36,Switzerland County,IN,38.825854,-85.029681,796.36
2012,"TALBOT COUNTY, GA",0,Talbot County,GA,32.704603,-84.530029,NA
2016,"TALBOT COUNTY, GA",0,Talbot County,GA,32.704603,-84.530029,0
2020,"TALBOT COUNTY, GA",0,Talbot County,GA,32.704603,-84.530029,0
2022,"TALBOT COUNTY, GA",0,Talbot County,GA,32.704603,-84.530029,0
2012,"TALBOT COUNTY, MD",145,Talbot County,MD,38.748349,-76.178476,NA
2016,"TALBOT COUNTY, MD",55,Talbot County,MD,38.748349,-76.178476,-90
2020,"TALBOT COUNTY, MD",51,Talbot County,MD,38.748349,-76.178476,-4
2022,"TALBOT COUNTY, MD",200,Talbot County,MD,38.748349,-76.178476,149
2012,"TALIAFERRO COUNTY, GA",0,Taliaferro County,GA,33.559319,-82.875272,NA
2016,"TALIAFERRO COUNTY, GA",0,Taliaferro County,GA,33.559319,-82.875272,0
2020,"TALIAFERRO COUNTY, GA",0,Taliaferro County,GA,33.559319,-82.875272,0
2022,"TALIAFERRO COUNTY, GA",0,Taliaferro County,GA,33.559319,-82.875272,0
2012,"TALLADEGA COUNTY, AL",0,Talladega County,AL,33.369314,-86.17593,NA
2016,"TALLADEGA COUNTY, AL",175,Talladega County,AL,33.369314,-86.17593,175
2020,"TALLADEGA COUNTY, AL",500,Talladega County,AL,33.369314,-86.17593,325
2022,"TALLADEGA COUNTY, AL",500,Talladega County,AL,33.369314,-86.17593,0
2012,"TALLAHATCHIE COUNTY, MS",0,Tallahatchie County,MS,33.954529,-90.172243,NA
2016,"TALLAHATCHIE COUNTY, MS",0,Tallahatchie County,MS,33.954529,-90.172243,0
2020,"TALLAHATCHIE COUNTY, MS",0,Tallahatchie County,MS,33.954529,-90.172243,0
2022,"TALLAHATCHIE COUNTY, MS",0,Tallahatchie County,MS,33.954529,-90.172243,0
2012,"TALLAPOOSA COUNTY, AL",0,Tallapoosa County,AL,32.863308,-85.799618,NA
2016,"TALLAPOOSA COUNTY, AL",925,Tallapoosa County,AL,32.863308,-85.799618,925
2020,"TALLAPOOSA COUNTY, AL",300,Tallapoosa County,AL,32.863308,-85.799618,-625
2022,"TALLAPOOSA COUNTY, AL",100,Tallapoosa County,AL,32.863308,-85.799618,-200
2012,"TAMA COUNTY, IA",145,Tama County,IA,42.074848,-92.529411,NA
2016,"TAMA COUNTY, IA",0,Tama County,IA,42.074848,-92.529411,-145
2020,"TAMA COUNTY, IA",0,Tama County,IA,42.074848,-92.529411,0
2022,"TAMA COUNTY, IA",250,Tama County,IA,42.074848,-92.529411,250
2012,"TANEY COUNTY, MO",24,Taney County,MO,36.649827,-93.042819,NA
2016,"TANEY COUNTY, MO",500,Taney County,MO,36.649827,-93.042819,476
2020,"TANEY COUNTY, MO",550,Taney County,MO,36.649827,-93.042819,50
2022,"TANEY COUNTY, MO",0,Taney County,MO,36.649827,-93.042819,-550
2012,"TANGIPAHOA PARISH, LA",835,Tangipahoa Parish,LA,30.621348,-90.40649,NA
2016,"TANGIPAHOA PARISH, LA",1030.18,Tangipahoa Parish,LA,30.621348,-90.40649,195.18000000000006
2020,"TANGIPAHOA PARISH, LA",314,Tangipahoa Parish,LA,30.621348,-90.40649,-716.1800000000001
2022,"TANGIPAHOA PARISH, LA",250,Tangipahoa Parish,LA,30.621348,-90.40649,-64
2012,"TAOS COUNTY, NM",0,Taos County,NM,36.577183,-105.638878,NA
2016,"TAOS COUNTY, NM",200,Taos County,NM,36.577183,-105.638878,200
2020,"TAOS COUNTY, NM",39,Taos County,NM,36.577183,-105.638878,-161
2022,"TAOS COUNTY, NM",0,Taos County,NM,36.577183,-105.638878,-39
2012,"TARRANT COUNTY, TX",8317,Tarrant County,TX,32.772119000000004,-97.291224,NA
2016,"TARRANT COUNTY, TX",11327,Tarrant County,TX,32.772119000000004,-97.291224,3010
2020,"TARRANT COUNTY, TX",13043.5,Tarrant County,TX,32.772119000000004,-97.291224,1716.5
2022,"TARRANT COUNTY, TX",5061,Tarrant County,TX,32.772119000000004,-97.291224,-7982.5
2012,"TATE COUNTY, MS",0,Tate County,MS,34.649553,-89.943105,NA
2016,"TATE COUNTY, MS",0,Tate County,MS,34.649553,-89.943105,0
2020,"TATE COUNTY, MS",0,Tate County,MS,34.649553,-89.943105,0
2022,"TATE COUNTY, MS",0,Tate County,MS,34.649553,-89.943105,0
2012,"TATTNALL COUNTY, GA",0,Tattnall County,GA,32.043768,-82.059208,NA
2016,"TATTNALL COUNTY, GA",0,Tattnall County,GA,32.043768,-82.059208,0
2020,"TATTNALL COUNTY, GA",0,Tattnall County,GA,32.043768,-82.059208,0
2022,"TATTNALL COUNTY, GA",0,Tattnall County,GA,32.043768,-82.059208,0
2012,"TAYLOR COUNTY, FL",0,Taylor County,FL,29.967146,-83.639573,NA
2016,"TAYLOR COUNTY, FL",0,Taylor County,FL,29.967146,-83.639573,0
2020,"TAYLOR COUNTY, FL",50,Taylor County,FL,29.967146,-83.639573,50
2022,"TAYLOR COUNTY, FL",250,Taylor County,FL,29.967146,-83.639573,200
2012,"TAYLOR COUNTY, GA",0,Taylor County,GA,32.554667,-84.251426,NA
2016,"TAYLOR COUNTY, GA",0,Taylor County,GA,32.554667,-84.251426,0
2020,"TAYLOR COUNTY, GA",0,Taylor County,GA,32.554667,-84.251426,0
2022,"TAYLOR COUNTY, GA",0,Taylor County,GA,32.554667,-84.251426,0
2012,"TAYLOR COUNTY, IA",0,Taylor County,IA,40.737949,-94.697108,NA
2016,"TAYLOR COUNTY, IA",0,Taylor County,IA,40.737949,-94.697108,0
2020,"TAYLOR COUNTY, IA",250,Taylor County,IA,40.737949,-94.697108,250
2022,"TAYLOR COUNTY, IA",0,Taylor County,IA,40.737949,-94.697108,-250
2012,"TAYLOR COUNTY, KY",0,Taylor County,KY,37.36621,-85.328059,NA
2016,"TAYLOR COUNTY, KY",0,Taylor County,KY,37.36621,-85.328059,0
2020,"TAYLOR COUNTY, KY",0,Taylor County,KY,37.36621,-85.328059,0
2022,"TAYLOR COUNTY, KY",250,Taylor County,KY,37.36621,-85.328059,250
2012,"TAYLOR COUNTY, TX",672,Taylor County,TX,32.297126,-99.89043,NA
2016,"TAYLOR COUNTY, TX",470,Taylor County,TX,32.297126,-99.89043,-202
2020,"TAYLOR COUNTY, TX",1142,Taylor County,TX,32.297126,-99.89043,672
2022,"TAYLOR COUNTY, TX",2350,Taylor County,TX,32.297126,-99.89043,1208
2012,"TAYLOR COUNTY, WI",45,Taylor County,WI,45.211656,-90.504853,NA
2016,"TAYLOR COUNTY, WI",0,Taylor County,WI,45.211656,-90.504853,-45
2020,"TAYLOR COUNTY, WI",0,Taylor County,WI,45.211656,-90.504853,0
2022,"TAYLOR COUNTY, WI",250,Taylor County,WI,45.211656,-90.504853,250
2012,"TAYLOR COUNTY, WV",0,Taylor County,WV,39.332478,-80.046554,NA
2016,"TAYLOR COUNTY, WV",0,Taylor County,WV,39.332478,-80.046554,0
2020,"TAYLOR COUNTY, WV",0,Taylor County,WV,39.332478,-80.046554,0
2022,"TAYLOR COUNTY, WV",0,Taylor County,WV,39.332478,-80.046554,0
2012,"TAZEWELL COUNTY, IL",577,Tazewell County,IL,40.508074,-89.51626,NA
2016,"TAZEWELL COUNTY, IL",1077,Tazewell County,IL,40.508074,-89.51626,500
2020,"TAZEWELL COUNTY, IL",86,Tazewell County,IL,40.508074,-89.51626,-991
2022,"TAZEWELL COUNTY, IL",1250,Tazewell County,IL,40.508074,-89.51626,1164
2012,"TAZEWELL COUNTY, VA",0,Tazewell County,VA,37.125395,-81.562924,NA
2016,"TAZEWELL COUNTY, VA",0,Tazewell County,VA,37.125395,-81.562924,0
2020,"TAZEWELL COUNTY, VA",30,Tazewell County,VA,37.125395,-81.562924,30
2022,"TAZEWELL COUNTY, VA",140,Tazewell County,VA,37.125395,-81.562924,110
2012,"TEHAMA COUNTY, CA",1422.5,Tehama County,CA,40.126157,-122.232274,NA
2016,"TEHAMA COUNTY, CA",590,Tehama County,CA,40.126157,-122.232274,-832.5
2020,"TEHAMA COUNTY, CA",397.5,Tehama County,CA,40.126157,-122.232274,-192.5
2022,"TEHAMA COUNTY, CA",500,Tehama County,CA,40.126157,-122.232274,102.5
2012,"TELFAIR COUNTY, GA",0,Telfair County,GA,31.913641,-82.931063,NA
2016,"TELFAIR COUNTY, GA",0,Telfair County,GA,31.913641,-82.931063,0
2020,"TELFAIR COUNTY, GA",0,Telfair County,GA,31.913641,-82.931063,0
2022,"TELFAIR COUNTY, GA",0,Telfair County,GA,31.913641,-82.931063,0
2012,"TELLER COUNTY, CO",95,Teller County,CO,38.869976,-105.187365,NA
2016,"TELLER COUNTY, CO",99,Teller County,CO,38.869976,-105.187365,4
2020,"TELLER COUNTY, CO",500,Teller County,CO,38.869976,-105.187365,401
2022,"TELLER COUNTY, CO",800,Teller County,CO,38.869976,-105.187365,300
2012,"TENSAS PARISH, LA",0,Tensas Parish,LA,32.001489,-91.342576,NA
2016,"TENSAS PARISH, LA",54,Tensas Parish,LA,32.001489,-91.342576,54
2020,"TENSAS PARISH, LA",65,Tensas Parish,LA,32.001489,-91.342576,11
2022,"TENSAS PARISH, LA",0,Tensas Parish,LA,32.001489,-91.342576,-65
2012,"TERREBONNE PARISH, LA",45,Terrebonne Parish,LA,29.33413,-90.843674,NA
2016,"TERREBONNE PARISH, LA",0,Terrebonne Parish,LA,29.33413,-90.843674,-45
2020,"TERREBONNE PARISH, LA",250,Terrebonne Parish,LA,29.33413,-90.843674,250
2022,"TERREBONNE PARISH, LA",0,Terrebonne Parish,LA,29.33413,-90.843674,-250
2012,"TERRELL COUNTY, GA",0,Terrell County,GA,31.777191,-84.439446,NA
2016,"TERRELL COUNTY, GA",0,Terrell County,GA,31.777191,-84.439446,0
2020,"TERRELL COUNTY, GA",0,Terrell County,GA,31.777191,-84.439446,0
2022,"TERRELL COUNTY, GA",0,Terrell County,GA,31.777191,-84.439446,0
2012,"TERRELL COUNTY, TX",0,Terrell County,TX,30.232343,-102.072513,NA
2016,"TERRELL COUNTY, TX",0,Terrell County,TX,30.232343,-102.072513,0
2020,"TERRELL COUNTY, TX",0,Terrell County,TX,30.232343,-102.072513,0
2022,"TERRELL COUNTY, TX",150,Terrell County,TX,30.232343,-102.072513,150
2012,"TERRY COUNTY, TX",0,Terry County,TX,33.171229,-102.339284,NA
2016,"TERRY COUNTY, TX",0,Terry County,TX,33.171229,-102.339284,0
2020,"TERRY COUNTY, TX",250,Terry County,TX,33.171229,-102.339284,250
2022,"TERRY COUNTY, TX",0,Terry County,TX,33.171229,-102.339284,-250
2012,"TETON COUNTY, ID",27,Teton County,ID,43.760994,-111.211765,NA
2016,"TETON COUNTY, ID",0,Teton County,ID,43.760994,-111.211765,-27
2020,"TETON COUNTY, ID",0,Teton County,ID,43.760994,-111.211765,0
2022,"TETON COUNTY, ID",0,Teton County,ID,43.760994,-111.211765,0
2012,"TETON COUNTY, MT",0,Teton County,MT,47.819035,-112.281725,NA
2016,"TETON COUNTY, MT",0,Teton County,MT,47.819035,-112.281725,0
2020,"TETON COUNTY, MT",779,Teton County,MT,47.819035,-112.281725,779
2022,"TETON COUNTY, MT",315.54,Teton County,MT,47.819035,-112.281725,-463.46
2012,"TETON COUNTY, WY",1100,Teton County,WY,44.048662,-110.426087,NA
2016,"TETON COUNTY, WY",1025,Teton County,WY,44.048662,-110.426087,-75
2020,"TETON COUNTY, WY",2000,Teton County,WY,44.048662,-110.426087,975
2022,"TETON COUNTY, WY",2000,Teton County,WY,44.048662,-110.426087,0
2012,"TEXAS COUNTY, MO",306,Texas County,MO,37.314257,-91.964478,NA
2016,"TEXAS COUNTY, MO",447,Texas County,MO,37.314257,-91.964478,141
2020,"TEXAS COUNTY, MO",0,Texas County,MO,37.314257,-91.964478,-447
2022,"TEXAS COUNTY, MO",105,Texas County,MO,37.314257,-91.964478,105
2012,"TEXAS COUNTY, OK",0,Texas County,OK,36.746317,-101.483855,NA
2016,"TEXAS COUNTY, OK",400,Texas County,OK,36.746317,-101.483855,400
2020,"TEXAS COUNTY, OK",750,Texas County,OK,36.746317,-101.483855,350
2022,"TEXAS COUNTY, OK",900,Texas County,OK,36.746317,-101.483855,150
2012,"THAYER COUNTY, NE",0,Thayer County,NE,40.173845,-97.596263,NA
2016,"THAYER COUNTY, NE",0,Thayer County,NE,40.173845,-97.596263,0
2020,"THAYER COUNTY, NE",0,Thayer County,NE,40.173845,-97.596263,0
2022,"THAYER COUNTY, NE",0,Thayer County,NE,40.173845,-97.596263,0
2012,"THOMAS COUNTY, GA",300,Thomas County,GA,30.864619,-83.919815,NA
2016,"THOMAS COUNTY, GA",300,Thomas County,GA,30.864619,-83.919815,0
2020,"THOMAS COUNTY, GA",100,Thomas County,GA,30.864619,-83.919815,-200
2022,"THOMAS COUNTY, GA",0,Thomas County,GA,30.864619,-83.919815,-100
2012,"THOMAS COUNTY, KS",0,Thomas County,KS,39.357713,-101.083386,NA
2016,"THOMAS COUNTY, KS",100,Thomas County,KS,39.357713,-101.083386,100
2020,"THOMAS COUNTY, KS",0,Thomas County,KS,39.357713,-101.083386,-100
2022,"THOMAS COUNTY, KS",0,Thomas County,KS,39.357713,-101.083386,0
2012,"THOMAS COUNTY, NE",0,Thomas County,NE,41.85573,-100.524703,NA
2016,"THOMAS COUNTY, NE",0,Thomas County,NE,41.85573,-100.524703,0
2020,"THOMAS COUNTY, NE",0,Thomas County,NE,41.85573,-100.524703,0
2022,"THOMAS COUNTY, NE",0,Thomas County,NE,41.85573,-100.524703,0
2012,"THROCKMORTON COUNTY, TX",190,Throckmorton County,TX,33.170695,-99.205796,NA
2016,"THROCKMORTON COUNTY, TX",0,Throckmorton County,TX,33.170695,-99.205796,-190
2020,"THROCKMORTON COUNTY, TX",0,Throckmorton County,TX,33.170695,-99.205796,0
2022,"THROCKMORTON COUNTY, TX",0,Throckmorton County,TX,33.170695,-99.205796,0
2012,"THURSTON COUNTY, NE",0,Thurston County,NE,42.154061,-96.533943,NA
2016,"THURSTON COUNTY, NE",0,Thurston County,NE,42.154061,-96.533943,0
2020,"THURSTON COUNTY, NE",0,Thurston County,NE,42.154061,-96.533943,0
2022,"THURSTON COUNTY, NE",0,Thurston County,NE,42.154061,-96.533943,0
2012,"THURSTON COUNTY, WA",522,Thurston County,WA,46.935822,-122.830152,NA
2016,"THURSTON COUNTY, WA",3397,Thurston County,WA,46.935822,-122.830152,2875
2020,"THURSTON COUNTY, WA",2991,Thurston County,WA,46.935822,-122.830152,-406
2022,"THURSTON COUNTY, WA",1810,Thurston County,WA,46.935822,-122.830152,-1181
2012,"TIFT COUNTY, GA",0,Tift County,GA,31.457003,-83.525931,NA
2016,"TIFT COUNTY, GA",0,Tift County,GA,31.457003,-83.525931,0
2020,"TIFT COUNTY, GA",750,Tift County,GA,31.457003,-83.525931,750
2022,"TIFT COUNTY, GA",0,Tift County,GA,31.457003,-83.525931,-750
2012,"TILLAMOOK COUNTY, OR",0,Tillamook County,OR,45.45589,-123.759299,NA
2016,"TILLAMOOK COUNTY, OR",86,Tillamook County,OR,45.45589,-123.759299,86
2020,"TILLAMOOK COUNTY, OR",25,Tillamook County,OR,45.45589,-123.759299,-61
2022,"TILLAMOOK COUNTY, OR",324.18,Tillamook County,OR,45.45589,-123.759299,299.18
2012,"TILLMAN COUNTY, OK",0,Tillman County,OK,34.371085,-98.931701,NA
2016,"TILLMAN COUNTY, OK",300,Tillman County,OK,34.371085,-98.931701,300
2020,"TILLMAN COUNTY, OK",50,Tillman County,OK,34.371085,-98.931701,-250
2022,"TILLMAN COUNTY, OK",0,Tillman County,OK,34.371085,-98.931701,-50
2012,"TIOGA COUNTY, NY",0,Tioga County,NY,42.178057,-76.297456,NA
2016,"TIOGA COUNTY, NY",200,Tioga County,NY,42.178057,-76.297456,200
2020,"TIOGA COUNTY, NY",500,Tioga County,NY,42.178057,-76.297456,300
2022,"TIOGA COUNTY, NY",73,Tioga County,NY,42.178057,-76.297456,-427
2012,"TIOGA COUNTY, PA",666,Tioga County,PA,41.766859,-77.257288,NA
2016,"TIOGA COUNTY, PA",845,Tioga County,PA,41.766859,-77.257288,179
2020,"TIOGA COUNTY, PA",1035,Tioga County,PA,41.766859,-77.257288,190
2022,"TIOGA COUNTY, PA",824.18,Tioga County,PA,41.766859,-77.257288,-210.82000000000005
2012,"TIPPAH COUNTY, MS",159,Tippah County,MS,34.763618,-88.918819,NA
2016,"TIPPAH COUNTY, MS",500,Tippah County,MS,34.763618,-88.918819,341
2020,"TIPPAH COUNTY, MS",0,Tippah County,MS,34.763618,-88.918819,-500
2022,"TIPPAH COUNTY, MS",250,Tippah County,MS,34.763618,-88.918819,250
2012,"TIPPECANOE COUNTY, IN",250,Tippecanoe County,IN,40.389133,-86.893554,NA
2016,"TIPPECANOE COUNTY, IN",1150,Tippecanoe County,IN,40.389133,-86.893554,900
2020,"TIPPECANOE COUNTY, IN",100,Tippecanoe County,IN,40.389133,-86.893554,-1050
2022,"TIPPECANOE COUNTY, IN",0,Tippecanoe County,IN,40.389133,-86.893554,-100
2012,"TIPTON COUNTY, IN",0,Tipton County,IN,40.310229,-86.056207,NA
2016,"TIPTON COUNTY, IN",0,Tipton County,IN,40.310229,-86.056207,0
2020,"TIPTON COUNTY, IN",0,Tipton County,IN,40.310229,-86.056207,0
2022,"TIPTON COUNTY, IN",38,Tipton County,IN,40.310229,-86.056207,38
2012,"TIPTON COUNTY, TN",434,Tipton County,TN,35.498763,-89.747145,NA
2016,"TIPTON COUNTY, TN",1999,Tipton County,TN,35.498763,-89.747145,1565
2020,"TIPTON COUNTY, TN",727,Tipton County,TN,35.498763,-89.747145,-1272
2022,"TIPTON COUNTY, TN",150,Tipton County,TN,35.498763,-89.747145,-577
2012,"TISHOMINGO COUNTY, MS",0,Tishomingo County,MS,34.738835,-88.234827,NA
2016,"TISHOMINGO COUNTY, MS",0,Tishomingo County,MS,34.738835,-88.234827,0
2020,"TISHOMINGO COUNTY, MS",0,Tishomingo County,MS,34.738835,-88.234827,0
2022,"TISHOMINGO COUNTY, MS",0,Tishomingo County,MS,34.738835,-88.234827,0
2012,"TITUS COUNTY, TX",0,Titus County,TX,33.214599,-94.966783,NA
2016,"TITUS COUNTY, TX",0,Titus County,TX,33.214599,-94.966783,0
2020,"TITUS COUNTY, TX",0,Titus County,TX,33.214599,-94.966783,0
2022,"TITUS COUNTY, TX",0,Titus County,TX,33.214599,-94.966783,0
2012,"TOA ALTA MUNICIPIO, PR",0,Toa Alta Municipio,PR,18.364556,-66.244669,NA
2016,"TOA ALTA MUNICIPIO, PR",0,Toa Alta Municipio,PR,18.364556,-66.244669,0
2020,"TOA ALTA MUNICIPIO, PR",0,Toa Alta Municipio,PR,18.364556,-66.244669,0
2022,"TOA ALTA MUNICIPIO, PR",0,Toa Alta Municipio,PR,18.364556,-66.244669,0
2012,"TOA BAJA MUNICIPIO, PR",0,Toa Baja Municipio,PR,18.45691,-66.193193,NA
2016,"TOA BAJA MUNICIPIO, PR",0,Toa Baja Municipio,PR,18.45691,-66.193193,0
2020,"TOA BAJA MUNICIPIO, PR",0,Toa Baja Municipio,PR,18.45691,-66.193193,0
2022,"TOA BAJA MUNICIPIO, PR",0,Toa Baja Municipio,PR,18.45691,-66.193193,0
2012,"TODD COUNTY, KY",100,Todd County,KY,36.840338,-87.183642,NA
2016,"TODD COUNTY, KY",0,Todd County,KY,36.840338,-87.183642,-100
2020,"TODD COUNTY, KY",0,Todd County,KY,36.840338,-87.183642,0
2022,"TODD COUNTY, KY",0,Todd County,KY,36.840338,-87.183642,0
2012,"TODD COUNTY, MN",25,Todd County,MN,46.066569,-94.900576,NA
2016,"TODD COUNTY, MN",250,Todd County,MN,46.066569,-94.900576,225
2020,"TODD COUNTY, MN",0,Todd County,MN,46.066569,-94.900576,-250
2022,"TODD COUNTY, MN",0,Todd County,MN,46.066569,-94.900576,0
2012,"TODD COUNTY, SD",0,Todd County,SD,43.208794,-100.707664,NA
2016,"TODD COUNTY, SD",0,Todd County,SD,43.208794,-100.707664,0
2020,"TODD COUNTY, SD",100,Todd County,SD,43.208794,-100.707664,100
2022,"TODD COUNTY, SD",225,Todd County,SD,43.208794,-100.707664,125
2012,"TOLLAND COUNTY, CT",150,Tolland County,CT,41.858081,-72.340978,NA
2016,"TOLLAND COUNTY, CT",1477,Tolland County,CT,41.858081,-72.340978,1327
2020,"TOLLAND COUNTY, CT",1741,Tolland County,CT,41.858081,-72.340978,264
2022,"TOLLAND COUNTY, CT",675,Tolland County,CT,41.858081,-72.340978,-1066
2012,"TOM GREEN COUNTY, TX",2098,Tom Green County,TX,31.398823,-100.463788,NA
2016,"TOM GREEN COUNTY, TX",1750,Tom Green County,TX,31.398823,-100.463788,-348
2020,"TOM GREEN COUNTY, TX",5431.5,Tom Green County,TX,31.398823,-100.463788,3681.5
2022,"TOM GREEN COUNTY, TX",3200.36,Tom Green County,TX,31.398823,-100.463788,-2231.14
2012,"TOMPKINS COUNTY, NY",100,Tompkins County,NY,42.453006,-76.473483,NA
2016,"TOMPKINS COUNTY, NY",490,Tompkins County,NY,42.453006,-76.473483,390
2020,"TOMPKINS COUNTY, NY",405,Tompkins County,NY,42.453006,-76.473483,-85
2022,"TOMPKINS COUNTY, NY",1000,Tompkins County,NY,42.453006,-76.473483,595
2012,"TOOELE COUNTY, UT",100,Tooele County,UT,40.467753,-113.123979,NA
2016,"TOOELE COUNTY, UT",228,Tooele County,UT,40.467753,-113.123979,128
2020,"TOOELE COUNTY, UT",0,Tooele County,UT,40.467753,-113.123979,-228
2022,"TOOELE COUNTY, UT",60,Tooele County,UT,40.467753,-113.123979,60
2012,"TOOLE COUNTY, MT",100,Toole County,MT,48.645125,-111.733472,NA
2016,"TOOLE COUNTY, MT",0,Toole County,MT,48.645125,-111.733472,-100
2020,"TOOLE COUNTY, MT",0,Toole County,MT,48.645125,-111.733472,0
2022,"TOOLE COUNTY, MT",0,Toole County,MT,48.645125,-111.733472,0
2012,"TOOMBS COUNTY, GA",0,Toombs County,GA,32.117753,-82.330597,NA
2016,"TOOMBS COUNTY, GA",0,Toombs County,GA,32.117753,-82.330597,0
2020,"TOOMBS COUNTY, GA",0,Toombs County,GA,32.117753,-82.330597,0
2022,"TOOMBS COUNTY, GA",0,Toombs County,GA,32.117753,-82.330597,0
2012,"TORRANCE COUNTY, NM",0,Torrance County,NM,34.554978,-105.890557,NA
2016,"TORRANCE COUNTY, NM",100,Torrance County,NM,34.554978,-105.890557,100
2020,"TORRANCE COUNTY, NM",450,Torrance County,NM,34.554978,-105.890557,350
2022,"TORRANCE COUNTY, NM",0,Torrance County,NM,34.554978,-105.890557,-450
2012,"TOWNER COUNTY, ND",155,Towner County,ND,48.682183,-99.248158,NA
2016,"TOWNER COUNTY, ND",300,Towner County,ND,48.682183,-99.248158,145
2020,"TOWNER COUNTY, ND",327,Towner County,ND,48.682183,-99.248158,27
2022,"TOWNER COUNTY, ND",0,Towner County,ND,48.682183,-99.248158,-327
2012,"TOWNS COUNTY, GA",100,Towns County,GA,34.902529,-83.732264,NA
2016,"TOWNS COUNTY, GA",174,Towns County,GA,34.902529,-83.732264,74
2020,"TOWNS COUNTY, GA",0,Towns County,GA,34.902529,-83.732264,-174
2022,"TOWNS COUNTY, GA",78,Towns County,GA,34.902529,-83.732264,78
2012,"TRAILL COUNTY, ND",0,Traill County,ND,47.446215,-97.164754,NA
2016,"TRAILL COUNTY, ND",300,Traill County,ND,47.446215,-97.164754,300
2020,"TRAILL COUNTY, ND",51,Traill County,ND,47.446215,-97.164754,-249
2022,"TRAILL COUNTY, ND",221,Traill County,ND,47.446215,-97.164754,170
2012,"TRANSYLVANIA COUNTY, NC",375,Transylvania County,NC,35.210103,-82.816666,NA
2016,"TRANSYLVANIA COUNTY, NC",450,Transylvania County,NC,35.210103,-82.816666,75
2020,"TRANSYLVANIA COUNTY, NC",402,Transylvania County,NC,35.210103,-82.816666,-48
2022,"TRANSYLVANIA COUNTY, NC",600,Transylvania County,NC,35.210103,-82.816666,198
2012,"TRAVERSE COUNTY, MN",0,Traverse County,MN,45.769935,-96.474832,NA
2016,"TRAVERSE COUNTY, MN",0,Traverse County,MN,45.769935,-96.474832,0
2020,"TRAVERSE COUNTY, MN",0,Traverse County,MN,45.769935,-96.474832,0
2022,"TRAVERSE COUNTY, MN",0,Traverse County,MN,45.769935,-96.474832,0
2012,"TRAVIS COUNTY, TX",3123.9,Travis County,TX,30.239513,-97.69127,NA
2016,"TRAVIS COUNTY, TX",7594,Travis County,TX,30.239513,-97.69127,4470.1
2020,"TRAVIS COUNTY, TX",12362,Travis County,TX,30.239513,-97.69127,4768
2022,"TRAVIS COUNTY, TX",5839.18,Travis County,TX,30.239513,-97.69127,-6522.82
2012,"TREASURE COUNTY, MT",0,Treasure County,MT,46.229441,-107.285772,NA
2016,"TREASURE COUNTY, MT",0,Treasure County,MT,46.229441,-107.285772,0
2020,"TREASURE COUNTY, MT",0,Treasure County,MT,46.229441,-107.285772,0
2022,"TREASURE COUNTY, MT",0,Treasure County,MT,46.229441,-107.285772,0
2012,"TREGO COUNTY, KS",0,Trego County,KS,38.921302,-99.865423,NA
2016,"TREGO COUNTY, KS",0,Trego County,KS,38.921302,-99.865423,0
2020,"TREGO COUNTY, KS",250,Trego County,KS,38.921302,-99.865423,250
2022,"TREGO COUNTY, KS",0,Trego County,KS,38.921302,-99.865423,-250
2012,"TREMPEALEAU COUNTY, WI",0,Trempealeau County,WI,44.30305,-91.358867,NA
2016,"TREMPEALEAU COUNTY, WI",250,Trempealeau County,WI,44.30305,-91.358867,250
2020,"TREMPEALEAU COUNTY, WI",1250,Trempealeau County,WI,44.30305,-91.358867,1000
2022,"TREMPEALEAU COUNTY, WI",350,Trempealeau County,WI,44.30305,-91.358867,-900
2012,"TREUTLEN COUNTY, GA",0,Treutlen County,GA,32.409586,-82.570882,NA
2016,"TREUTLEN COUNTY, GA",0,Treutlen County,GA,32.409586,-82.570882,0
2020,"TREUTLEN COUNTY, GA",0,Treutlen County,GA,32.409586,-82.570882,0
2022,"TREUTLEN COUNTY, GA",0,Treutlen County,GA,32.409586,-82.570882,0
2012,"TRIGG COUNTY, KY",0,Trigg County,KY,36.807681,-87.858652,NA
2016,"TRIGG COUNTY, KY",0,Trigg County,KY,36.807681,-87.858652,0
2020,"TRIGG COUNTY, KY",100,Trigg County,KY,36.807681,-87.858652,100
2022,"TRIGG COUNTY, KY",0,Trigg County,KY,36.807681,-87.858652,-100
2012,"TRIMBLE COUNTY, KY",0,Trimble County,KY,38.62004,-85.351208,NA
2016,"TRIMBLE COUNTY, KY",0,Trimble County,KY,38.62004,-85.351208,0
2020,"TRIMBLE COUNTY, KY",89,Trimble County,KY,38.62004,-85.351208,89
2022,"TRIMBLE COUNTY, KY",122,Trimble County,KY,38.62004,-85.351208,33
